!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:07:18 2026

BEGIN CH1_DATA
DCV(V), -5.838e-005, DCI(A), +2.609e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+1.39932271600e+006, +2.14570628570e+002, +8.52750183872e+001, +2.43217088872e-005, +1.76748362759e+001
+1.40958858000e+006, +2.16268751870e+002, +8.52484834424e+001, +2.43347241145e-005, +1.79145324174e+001
+1.41992975800e+006, +2.17983368648e+002, +8.52215382114e+001, +2.43480676382e-005, +1.81587215512e+001
+1.43034680100e+006, +2.19714968231e+002, +8.51958024759e+001, +2.43618320708e-005, +1.84013146416e+001
+1.44084026800e+006, +2.21460087838e+002, +8.51708584374e+001, +2.43756018655e-005, +1.86435432867e+001
+1.45141071700e+006, +2.23223951008e+002, +8.51475586446e+001, +2.43899677320e-005, +1.88824855493e+001
+1.46205871500e+006, +2.25003810437e+002, +8.51269240153e+001, +2.44046460394e-005, +1.91137853319e+001
+1.47278483000e+006, +2.26807425723e+002, +8.51096123150e+001, +2.44204809973e-005, +1.93352805432e+001
+1.48358963500e+006, +2.28615432103e+002, +8.50926532257e+001, +2.44352609454e-005, +1.95568338018e+001
+1.49447370700e+006, +2.30447537780e+002, +8.50744667400e+001, +2.44510303351e-005, +1.97864388538e+001
+1.50543762900e+006, +2.32290462728e+002, +8.50554153730e+001, +2.44663685666e-005, +2.00216264473e+001
+1.51648198400e+006, +2.34151231774e+002, +8.50336480843e+001, +2.44819376516e-005, +2.02706343155e+001
+1.52760736500e+006, +2.35990598931e+002, +8.50054498659e+001, +2.44935045464e-005, +2.05455742776e+001
+1.53881436500e+006, +2.37861249352e+002, +8.49779239292e+001, +2.45068306225e-005, +2.08222715370e+001
+1.55010358300e+006, +2.39763520253e+002, +8.49481716312e+001, +2.45217914598e-005, +2.11128180522e+001
+1.56147562200e+006, +2.41690306215e+002, +8.49201758192e+001, +2.45377660189e-005, +2.14001179460e+001
+1.57293109000e+006, +2.43645422204e+002, +8.48906145386e+001, +2.45549797385e-005, +2.16984410715e+001
+1.58447059900e+006, +2.45666274117e+002, +8.48621543559e+001, +2.45772355897e-005, +2.19999537219e+001
+1.59609476500e+006, +2.47728827088e+002, +8.48356798411e+001, +2.46020593335e-005, +2.22986650052e+001
+1.60780421000e+006, +2.49810992276e+002, +8.48074199693e+001, +2.46270594163e-005, +2.26087965003e+001
+1.61959955900e+006, +2.51906345036e+002, +8.47774275526e+001, +2.46515886562e-005, +2.29297537165e+001
+1.63148144200e+006, +2.54011376975e+002, +8.47438326790e+001, +2.46752257859e-005, +2.32696791158e+001
+1.64345049400e+006, +2.56137783748e+002, +8.47087632468e+001, +2.46991830785e-005, +2.36205891271e+001
+1.65550735500e+006, +2.58301826424e+002, +8.46637193953e+001, +2.47246512663e-005, +2.40223482302e+001
+1.66765266900e+006, +2.60465672316e+002, +8.46202005915e+001, +2.47484364105e-005, +2.44205595721e+001
+1.67988708500e+006, +2.62633141606e+002, +8.45789357755e+001, +2.47709545722e-005, +2.48120862606e+001
+1.69221125600e+006, +2.64806429894e+002, +8.45382181996e+001, +2.47923590279e-005, +2.52047443656e+001
+1.70462584100e+006, +2.66980728533e+002, +8.44971675310e+001, +2.48121779721e-005, +2.56021064757e+001
+1.71713150300e+006, +2.69075619208e+002, +8.44620988029e+001, +2.48232787038e-005, +2.59669238096e+001
+1.72972891100e+006, +2.71186960253e+002, +8.44269655312e+001, +2.48343734266e-005, +2.63361854627e+001
+1.74241873700e+006, +2.73353056755e+002, +8.43911509477e+001, +2.48489061629e-005, +2.67166001679e+001
+1.75520166000e+006, +2.75559384975e+002, +8.43559299830e+001, +2.48655321803e-005, +2.71008154657e+001
+1.76807836200e+006, +2.77832638582e+002, +8.43216989094e+001, +2.48866022221e-005, +2.74895663532e+001
+1.78104953100e+006, +2.80237086318e+002, +8.42908483236e+001, +2.49178259940e-005, +2.78776170040e+001
+1.79411586200e+006, +2.82729885862e+002, +8.42643238060e+001, +2.49552325963e-005, +2.82558321878e+001
+1.80727805000e+006, +2.85235911076e+002, +8.42329753197e+001, +2.49916934850e-005, +2.86615593961e+001
+1.82053680100e+006, +2.87733569362e+002, +8.41993280545e+001, +2.50254384369e-005, +2.90806462602e+001
+1.83389282200e+006, +2.90230859403e+002, +8.41607051981e+001, +2.50570777731e-005, +2.95276772797e+001
+1.84734682700e+006, +2.92697554408e+002, +8.41183083098e+001, +2.50840959244e-005, +2.99940893728e+001
+1.86089953400e+006, +2.95059490402e+002, +8.40627815457e+001, +2.50998366149e-005, +3.05205579110e+001
+1.87455166800e+006, +2.97463012917e+002, +8.40081109783e+001, +2.51175048735e-005, +3.10514721508e+001
+1.88830395900e+006, +2.99922077022e+002, +8.39553912088e+001, +2.51382673137e-005, +3.15826155071e+001
+1.90215714100e+006, +3.02422268536e+002, +8.39066172072e+001, +2.51609408225e-005, +3.21018916950e+001
+1.91611195400e+006, +3.04956757081e+002, +8.38622569712e+001, +2.51849362165e-005, +3.26056893599e+001
+1.93016914400e+006, +3.07594763682e+002, +8.38216205044e+001, +2.52158615231e-005, +3.31046422622e+001
+1.94432946100e+006, +3.10272070900e+002, +8.37858630522e+001, +2.52483872692e-005, +3.35852903329e+001
+1.95859366300e+006, +3.12981084395e+002, +8.37478365994e+001, +2.52815140992e-005, +3.40850199661e+001
+1.97296251200e+006, +3.15736219319e+002, +8.37116674924e+001, +2.53165651520e-005, +3.45831887672e+001
+1.98743677500e+006, +3.18527830981e+002, +8.36756980576e+001, +2.53526372875e-005, +3.50877162856e+001
+2.00201722600e+006, +3.21407083366e+002, +8.36399729181e+001, +2.53937369734e-005, +3.56040605664e+001
+2.01670464300e+006, +3.24346619549e+002, +8.36081089073e+001, +2.54377720982e-005, +3.61089532139e+001
+2.03149981200e+006, +3.27288572548e+002, +8.35736709606e+001, +2.54798418454e-005, +3.66319649559e+001
+2.04640352300e+006, +3.30233144241e+002, +8.35379067024e+001, +2.55200451284e-005, +3.71663683037e+001
+2.06141657200e+006, +3.33189185966e+002, +8.35000505669e+001, +2.55590431210e-005, +3.77177944753e+001
+2.07653976100e+006, +3.36129221936e+002, +8.34596725079e+001, +2.55947266155e-005, +3.82859616432e+001
+2.09177389900e+006, +3.38945813435e+002, +8.34161460402e+001, +2.56189931833e-005, +3.88625819657e+001
+2.10711979900e+006, +3.41823654006e+002, +8.33721944875e+001, +2.56460702450e-005, +3.94530190107e+001
+2.12257828200e+006, +3.44769111841e+002, +8.33273610101e+001, +2.56763303707e-005, +4.00609452752e+001
+2.13815017200e+006, +3.47776097408e+002, +8.32822747425e+001, +2.57092690625e-005, +4.06821463613e+001
+2.15383630300e+006, +3.50840534662e+002, +8.32371498133e+001, +2.57445230959e-005, +4.13150227521e+001
+2.16963751200e+006, +3.54047503694e+002, +8.31900528576e+001, +2.57881182489e-005, +4.19816627140e+001
+2.18555464400e+006, +3.57319835471e+002, +8.31391814446e+001, +2.58341711213e-005, +4.26846837627e+001
+2.20158854800e+006, +3.60626572220e+002, +8.30923466181e+001, +2.58808050562e-005, +4.33723584238e+001
+2.21774008300e+006, +3.64002318168e+002, +8.30443221120e+001, +2.59301759290e-005, +4.40812290199e+001
+2.23401011000e+006, +3.67406688406e+002, +8.30013887613e+001, +2.59796955736e-005, +4.47667728737e+001
+2.25039949900e+006, +3.70889343318e+002, +8.29653880178e+001, +2.60329437824e-005, +4.54224141128e+001
+2.26690912500e+006, +3.74409643013e+002, +8.29366033502e+001, +2.60870207621e-005, +4.60402182701e+001
+2.28353987100e+006, +3.77988190125e+002, +8.29014567632e+001, +2.61425596809e-005, +4.67103617002e+001
+2.30029262600e+006, +3.81569854263e+002, +8.28641074045e+001, +2.61959465873e-005, +4.73997874175e+001
+2.31716828400e+006, +3.85155458810e+002, +8.28241869306e+001, +2.62472386407e-005, +4.81114667210e+001
+2.33416774700e+006, +3.88767722904e+002, +8.27787256623e+001, +2.62978202122e-005, +4.88687264638e+001
+2.35129192300e+006, +3.92384771867e+002, +8.27165481897e+001, +2.63455476640e-005, +4.97458052476e+001
+2.36854172800e+006, +3.96073106434e+002, +8.26536210694e+001, +2.63957936223e-005, +5.06448663569e+001
+2.38591808200e+006, +3.99794721173e+002, +8.25908767719e+001, +2.64460220550e-005, +5.15549282205e+001
+2.40342191500e+006, +4.03562999100e+002, +8.25276835498e+001, +2.64970543102e-005, +5.24822144437e+001
+2.42105416200e+006, +4.07384021323e+002, +8.24621736954e+001, +2.65491328017e-005, +5.34409248500e+001
+2.43881576300e+006, +4.11248992577e+002, +8.23942914682e+001, +2.66016338835e-005, +5.44309208894e+001
+2.45670767000e+006, +4.15159778691e+002, +8.23234966977e+001, +2.66546053494e-005, +5.54569507263e+001
+2.47473083700e+006, +4.19141027018e+002, +8.22551968286e+001, +2.67099192785e-005, +5.64838875934e+001
+2.49288622800e+006, +4.23211098209e+002, +8.21890396790e+001, +2.67686498789e-005, +5.75165439820e+001
+2.51117481200e+006, +4.27328570068e+002, +8.21200720260e+001, +2.68277856795e-005, +5.85856954812e+001
+2.52959756700e+006, +4.31567687668e+002, +8.20615654869e+001, +2.68927814089e-005, +5.96033634465e+001
+2.54815547700e+006, +4.35872926868e+002, +8.20045135010e+001, +2.69594908167e-005, +6.06277847375e+001
+2.56684953300e+006, +4.40259214335e+002, +8.19467800003e+001, +2.70286319559e-005, +6.16771748415e+001
+2.58568073500e+006, +4.44679187682e+002, +8.18833843705e+001, +2.70969035276e-005, +6.27835120445e+001
+2.60465008900e+006, +4.49163537946e+002, +8.18186417281e+001, +2.71664316043e-005, +6.39190675471e+001
+2.62375860700e+006, +4.53668237563e+002, +8.17472200591e+001, +2.72341491456e-005, +6.51198286405e+001
+2.64300731100e+006, +4.58094577747e+002, +8.16686914981e+001, +2.72941358677e-005, +6.63764807285e+001
+2.66239723000e+006, +4.62628697011e+002, +8.15870986940e+001, +2.73578056021e-005, +6.76852521692e+001
+2.68192940000e+006, +4.67292477011e+002, +8.15063025875e+001, +2.74266001079e-005, +6.90193874528e+001
+2.70160486300e+006, +4.72070123752e+002, +8.14227455602e+001, +2.74992061432e-005, +7.04058649162e+001
+2.72142467200e+006, +4.76974225483e+002, +8.13375794648e+001, +2.75763133554e-005, +7.18382562379e+001
+2.74138988400e+006, +4.82233800591e+002, +8.12340787035e+001, +2.76696844228e-005, +7.34914789263e+001
+2.76150156800e+006, +4.87583459921e+002, +8.11334294440e+001, +2.77653216502e-005, +7.51531553668e+001
+2.78176079800e+006, +4.92955854949e+002, +8.10349140107e+001, +2.78592960307e-005, +7.68185796856e+001
+2.80216865500e+006, +4.98369475315e+002, +8.09432920388e+001, +2.79530321750e-005, +7.84493077133e+001
+2.82272623100e+006, +5.03810323578e+002, +8.08591362937e+001, +2.80458046480e-005, +8.00364449214e+001
+2.84343462300e+006, +5.09125412877e+002, +8.08029995383e+001, +2.81308236798e-005, +8.13732648073e+001
+2.86429493900e+006, +5.14349026215e+002, +8.07647252161e+001, +2.82094120689e-005, +8.25473088019e+001
+2.88530829200e+006, +5.19727197528e+002, +8.07175835409e+001, +2.82929881531e-005, +8.38324941707e+001
+2.90647580600e+006, +5.25244908976e+002, +8.06596595924e+001, +2.83804154814e-005, +8.52465130638e+001
+2.92779861100e+006, +5.30894861530e+002, +8.05960110810e+001, +2.84715626095e-005, +8.67453783730e+001
+2.94927784700e+006, +5.36728826246e+002, +8.05191592224e+001, +2.85684273614e-005, +8.84087866812e+001
+2.97091466100e+006, +5.42915472651e+002, +8.04001463063e+001, +2.86772518593e-005, +9.05399660120e+001
+2.99271021000e+006, +5.49199600705e+002, +8.02879820131e+001, +2.87883240925e-005, +9.26478475392e+001
+3.01466565700e+006, +5.55538480271e+002, +8.01816796308e+001, +2.88992887552e-005, +9.47329634589e+001
+3.03678217700e+006, +5.62011143713e+002, +8.00775818054e+001, +2.90139030884e-005, +9.68426872768e+001
+3.05906095000e+006, +5.68554946455e+002, +7.99799961092e+001, +2.91292390464e-005, +9.89240103717e+001
+3.08150316700e+006, +5.75214699693e+002, +7.99140018101e+001, +2.92498406243e-005, +1.00735124419e+002
+3.10411002700e+006, +5.81967329996e+002, +7.98491293578e+001, +2.93717546873e-005, +1.02566363396e+002
+3.12688273800e+006, +5.88748719017e+002, +7.97749747261e+001, +2.94907461911e-005, +1.04511489766e+002
+3.14982251600e+006, +5.95647265630e+002, +7.96896923993e+001, +2.96110188836e-005, +1.06608479832e+002
+3.17293058800e+006, +6.02575534260e+002, +7.95672595058e+001, +2.97256498082e-005, +1.09115075180e+002
+3.19620818800e+006, +6.09457904044e+002, +7.94447381050e+001, +2.98343832946e-005, +1.11642809881e+002
+3.21965656000e+006, +6.16302286478e+002, +7.93017757770e+001, +2.99356933396e-005, +1.14407990493e+002
+3.24327695600e+006, +6.23363965752e+002, +7.91606932912e+001, +3.00441108329e-005, +1.17226804347e+002
+3.26707063800e+006, +6.30631427183e+002, +7.90157885168e+001, +3.01583126132e-005, +1.20159559488e+002
+3.29103887900e+006, +6.38175262766e+002, +7.88699826891e+001, +3.02817476347e-005, +1.23190825677e+002
+3.31518295800e+006, +6.46018084840e+002, +7.87212878194e+001, +3.04150054648e-005, +1.26349373836e+002
+3.33950416500e+006, +6.54400962586e+002, +7.85710126798e+001, +3.05691908028e-005, +1.29671682742e+002
+3.36400380000e+006, +6.62879320096e+002, +7.84233186977e+001, +3.07236049743e-005, +1.33026110931e+002
+3.38868317200e+006, +6.71537986441e+002, +7.82735041256e+001, +3.08815885271e-005, +1.36483451343e+002
+3.41354360000e+006, +6.80365776904e+002, +7.81250295871e+001, +3.10428718785e-005, +1.40003428005e+002
+3.43858641100e+006, +6.89263743149e+002, +7.79807119935e+001, +3.12031842605e-005, +1.43532944859e+002
+3.46381294400e+006, +6.98184518502e+002, +7.78509673456e+001, +3.13616323420e-005, +1.46936600609e+002
+3.48922454700e+006, +7.07233794425e+002, +7.77227460822e+001, +3.15214796395e-005, +1.50387953815e+002
+3.51482257700e+006, +7.16521037927e+002, +7.75874655232e+001, +3.16864533435e-005, +1.54015470952e+002
+3.54060840200e+006, +7.26006040896e+002, +7.74480442243e+001, +3.18549178048e-005, +1.57779138993e+002
+3.56658340000e+006, +7.35709580151e+002, +7.73035179482e+001, +3.20274837883e-005, +1.61698891155e+002
+3.59274895900e+006, +7.45652778283e+002, +7.71508338921e+001, +3.22044732465e-005, +1.65822143581e+002
+3.61910647600e+006, +7.55829881779e+002, +7.69956438439e+001, +3.23861361571e-005, +1.70080720681e+002
+3.64565736100e+006, +7.66267961032e+002, +7.68308515179e+001, +3.25724845804e-005, +1.74576226690e+002
+3.67240303000e+006, +7.77013857725e+002, +7.66534441305e+001, +3.27648105032e-005, +1.79366205864e+002
+3.69934491400e+006, +7.88082292945e+002, +7.64638284994e+001, +3.29634361340e-005, +1.84457899894e+002
+3.72648445300e+006, +7.99449427339e+002, +7.62588763764e+001, +3.31665631709e-005, +1.89897545277e+002
+3.75382309500e+006, +8.11335244291e+002, +7.59894160884e+001, +3.33757305170e-005, +1.96425178219e+002
+3.78136230200e+006, +8.23486872736e+002, +7.57355916749e+001, +3.35913939608e-005, +2.02904711755e+002
+3.80910354500e+006, +8.35977500495e+002, +7.54883787975e+001, +3.38151052120e-005, +2.09476204626e+002
+3.83704830600e+006, +8.48779669517e+002, +7.52565902748e+001, +3.40469401640e-005, +2.16006544948e+002
+3.86519807900e+006, +8.61936279111e+002, +7.50376828643e+001, +3.42881259793e-005, +2.22537905775e+002
+3.89355436700e+006, +8.75781677630e+002, +7.48818139705e+001, +3.45599012353e-005, +2.28413444689e+002
+3.92211868600e+006, +8.89936137858e+002, +7.47338037148e+001, +3.48382509347e-005, +2.34323681286e+002
+3.95089256100e+006, +9.04346325532e+002, +7.45754603326e+001, +3.51178908716e-005, +2.40528099834e+002
+3.97987753100e+006, +9.18987993107e+002, +7.44042400450e+001, +3.53971933607e-005, +2.47068583169e+002
+4.00907514300e+006, +9.33849153739e+002, +7.42258402649e+001, +3.56764403317e-005, +2.53863401025e+002
+4.03848695800e+006, +9.48374201404e+002, +7.40403433621e+001, +3.59343989268e-005, +2.60765387355e+002
+4.06811454700e+006, +9.62676955988e+002, +7.38512391987e+001, +3.61763091475e-005, +2.67751470186e+002
+4.09795949300e+006, +9.77672136826e+002, +7.36348265986e+001, +3.64320900104e-005, +2.75467235763e+002
+4.12802339100e+006, +9.93328283812e+002, +7.33964942219e+001, +3.67007196000e-005, +2.83840581196e+002
+4.15830784700e+006, +1.00967595264e+003, +7.31318622260e+001, +3.69816379542e-005, +2.92977735722e+002
+4.18881447900e+006, +1.02692728882e+003, +7.28217346822e+001, +3.72777425041e-005, +3.03298509462e+002
+4.21954491800e+006, +1.04600986638e+003, +7.23814063690e+001, +3.76032469516e-005, +3.16605434083e+002
+4.25050080400e+006, +1.06543867322e+003, +7.19532622507e+001, +3.79314586243e-005, +3.30065117441e+002
+4.28168379200e+006, +1.08541669832e+003, +7.15406807694e+001, +3.82702831586e-005, +3.43676850312e+002
+4.31309554800e+006, +1.10568902956e+003, +7.11448986098e+001, +3.86109729288e-005, +3.57332090703e+002
+4.34473775100e+006, +1.12650956111e+003, +7.07682254804e+001, +3.89630200059e-005, +3.71061343611e+002
+4.37661209000e+006, +1.14698028299e+003, +7.05266291191e+001, +3.93238475907e-005, +3.82367343832e+002
+4.40872027000e+006, +1.16791116168e+003, +7.02954839762e+001, +3.96928127802e-005, +3.93783979916e+002
+4.44106400500e+006, +1.18993586144e+003, +7.00240616223e+001, +4.00782553458e-005, +4.06512415787e+002
+4.47364502400e+006, +1.21288608288e+003, +6.97132483548e+001, +4.04731651772e-005, +4.20530378896e+002
+4.50646506700e+006, +1.23700346218e+003, +6.93594170712e+001, +4.08830004042e-005, +4.36049381467e+002
+4.53952588800e+006, +1.26297535942e+003, +6.89028753010e+001, +4.13116875314e-005, +4.54607966506e+002
+4.57282925400e+006, +1.29072398281e+003, +6.83388847008e+001, +4.17506639772e-005, +4.76427004560e+002
+4.60637694300e+006, +1.31918512289e+003, +6.77747786184e+001, +4.21928268560e-005, +4.98979549728e+002
+4.64017074900e+006, +1.34847589572e+003, +6.72099352705e+001, +4.26410079617e-005, +5.22339860418e+002
+4.67421247600e+006, +1.37833727123e+003, +6.66452884944e+001, +4.30865928963e-005, +5.46403690217e+002
+4.70850394400e+006, +1.40884797677e+003, +6.60920559555e+001, +4.35352943417e-005, +5.70961486425e+002
+4.74304698500e+006, +1.43844326060e+003, +6.56407249559e+001, +4.39706495240e-005, +5.93296028810e+002
+4.77784344400e+006, +1.46936674730e+003, +6.51480896788e+001, +4.44135820280e-005, +6.17537172327e+002
+4.81289518100e+006, +1.50204907969e+003, +6.46200598069e+001, +4.48765018865e-005, +6.43806535200e+002
+4.84820406800e+006, +1.53636063324e+003, +6.40526872733e+001, +4.53510297222e-005, +6.72226084807e+002
+4.88377199200e+006, +1.57239839461e+003, +6.34344070348e+001, +4.58321555938e-005, +7.03211238439e+002
+4.91960085400e+006, +1.61142845008e+003, +6.27281491860e+001, +4.63368046716e-005, +7.38377343664e+002
+4.95569256700e+006, +1.65229998486e+003, +6.19613612133e+001, +4.68364261429e-005, +7.76691520068e+002
+4.99204906000e+006, +1.69500697680e+003, +6.11745368164e+001, +4.73437589518e-005, +8.17235870126e+002
+5.02867227500e+006, +1.73990722640e+003, +6.03407713930e+001, +4.78524965818e-005, +8.60976438608e+002
+5.06556417000e+006, +1.78678859632e+003, +5.94686794798e+001, +4.83555069814e-005, +9.07705212295e+002
+5.10272671500e+006, +1.83705111897e+003, +5.85675835527e+001, +4.88898108356e-005, +9.58008316458e+002
+5.14016189600e+006, +1.89096836495e+003, +5.76261551756e+001, +4.94497957587e-005, +1.01250257583e+003
+5.17787171300e+006, +1.94647382426e+003, +5.66271103514e+001, +4.99643430039e-005, +1.07072733397e+003
+5.21585818100e+006, +2.00304581020e+003, +5.55612607925e+001, +5.04077980767e-005, +1.13277199213e+003
+5.25412333000e+006, +2.06094383660e+003, +5.44370234153e+001, +5.07844986507e-005, +1.19863965690e+003
+5.29266920300e+006, +2.11934139467e+003, +5.32332415988e+001, +5.10530304469e-005, +1.26855072412e+003
+5.33149786100e+006, +2.17157449452e+003, +5.19648398206e+001, +5.10586604676e-005, +1.33800461656e+003
+5.37061137800e+006, +2.22697038612e+003, +5.06288369799e+001, +5.10176064902e-005, +1.41265977044e+003
+5.41001184300e+006, +2.28523431319e+003, +4.92241239911e+001, +5.09100432116e-005, +1.49249068577e+003
+5.44970136300e+006, +2.34689653224e+003, +4.77471940454e+001, +5.07319746924e-005, +1.57806040377e+003
+5.48968205700e+006, +2.41242250150e+003, +4.61826002873e+001, +5.04652864644e-005, +1.67027045863e+003
+5.52995606200e+006, +2.48402874367e+003, +4.45238212395e+001, +5.01303264720e-005, +1.77101059476e+003
+5.57052553000e+006, +2.55944787356e+003, +4.27615167990e+001, +4.96485968773e-005, +1.87911092840e+003
+5.61139262800e+006, +2.63766635058e+003, +4.08819039495e+001, +4.89643899766e-005, +1.99423460649e+003
+5.65255953900e+006, +2.71883341108e+003, +3.88933474416e+001, +4.80650257526e-005, +2.11611169600e+003
+5.69402846400e+006, +2.80279358963e+003, +3.67679810929e+001, +4.68933148148e-005, +2.24522265377e+003
+5.73580161700e+006, +2.89278030372e+003, +3.44996118865e+001, +4.54637450707e-005, +2.38402710506e+003
+5.77788123100e+006, +2.98956818102e+003, +3.20634676904e+001, +4.37158198536e-005, +2.53354116588e+003
+5.82026955500e+006, +3.08341351965e+003, +2.94735566286e+001, +4.14851979201e-005, +2.68436698663e+003
+5.86296885200e+006, +3.17128568405e+003, +2.67554222747e+001, +3.87549295754e-005, +2.83175624338e+003
+5.90598140400e+006, +3.25310010067e+003, +2.39335177445e+001, +3.55635556376e-005, +2.97338812135e+003
+5.94930951000e+006, +3.32487480309e+003, +2.09920974778e+001, +3.18641215091e-005, +3.10420234881e+003
+5.99295548400e+006, +3.37207349376e+003, +1.82038490931e+001, +2.79759845696e-005, +3.20330481315e+003
+6.03692165900e+006, +3.41417378858e+003, +1.52760585271e+001, +2.37149030121e-005, +3.29354281955e+003
+6.08121038200e+006, +3.44959030857e+003, +1.22366724672e+001, +1.91351454329e-005, +3.37121711571e+003
+6.12582402200e+006, +3.47626063958e+003, +9.07225349904e+000, +1.42411222956e-005, +3.43277359868e+003
+6.17076496100e+006, +3.49474426306e+003, +5.80808678123e+000, +9.12143022997e-006, +3.47680376881e+003
+6.21603560100e+006, +3.50353315630e+003, +2.31037552819e+000, +3.61622224816e-006, +3.50068517407e+003
+6.26163836000e+006, +3.49971218272e+003, -1.27450207581e+000, -1.97854794347e-006, +3.49884637739e+003
+6.30757567600e+006, +3.48355133077e+003, -4.78768112562e+000, -7.33629759405e-006, +3.47139661879e+003
+6.35385000100e+006, +3.45519484885e+003, -8.24050932330e+000, -1.24047738389e-005, +3.41952045223e+003
+6.40046380900e+006, +3.41692449374e+003, -1.15952899542e+001, -1.70779010697e-005, +3.34719113349e+003
+6.44741959100e+006, +3.36878499899e+003, -1.48049831340e+001, -2.12495198282e-005, +3.25694527276e+003
+6.49471985500e+006, +3.31352733722e+003, -1.78727536941e+001, -2.49202793377e-005, +3.15361801874e+003
+6.54236712800e+006, +3.25166391724e+003, -2.08342473501e+001, -2.81340867147e-005, +3.03904818704e+003
+6.59036395600e+006, +3.18501757730e+003, -2.36988383337e+001, -3.09152054439e-005, +2.91642741021e+003
+6.63871290400e+006, +3.11379186655e+003, -2.64585323440e+001, -3.32600013303e-005, +2.78764415680e+003
+6.68741655400e+006, +3.04022232974e+003, -2.91024299992e+001, -3.51913604445e-005, +2.65639911293e+003
+6.73647751000e+006, +2.96692129302e+003, -3.16724456100e+001, -3.68047804108e-005, +2.52503906706e+003
+6.78589839200e+006, +2.89095311980e+003, -3.41259036724e+001, -3.80388160284e-005, +2.39315060093e+003
+6.83568184100e+006, +2.81351867287e+003, -3.64360926965e+001, -3.89063316533e-005, +2.26353154057e+003
+6.88583051600e+006, +2.73566133007e+003, -3.86251134856e+001, -3.94698308970e-005, +2.13722705068e+003
+6.93634709800e+006, +2.65750840964e+003, -4.06896950490e+001, -3.97544977496e-005, +2.01506002303e+003
+6.98723428500e+006, +2.58242518072e+003, -4.26517254130e+001, -3.98545269681e-005, +1.89933683819e+003
+7.03849479700e+006, +2.50821511731e+003, -4.45011376307e+001, -3.97535295477e-005, +1.78895065223e+003
+7.09013137100e+006, +2.43404582719e+003, -4.62214344759e+001, -3.94496625335e-005, +1.68405086454e+003
+7.14214676700e+006, +2.36010100332e+003, -4.78451146215e+001, -3.89884030279e-005, +1.58395127837e+003
+7.19454376400e+006, +2.28739167972e+003, -4.93504739709e+001, -3.83912594189e-005, +1.49007620769e+003
+7.24732516200e+006, +2.21372177289e+003, -5.07015699553e+001, -3.76206637339e-005, +1.40208208818e+003
+7.30049378000e+006, +2.13905349729e+003, -5.19182560850e+001, -3.67059850651e-005, +1.31933633308e+003
+7.35405246000e+006, +2.06998164394e+003, -5.30656147380e+001, -3.58082299294e-005, +1.24385204592e+003
+7.40800406200e+006, +2.00542882799e+003, -5.41659368072e+001, -3.49297010935e-005, +1.17405777393e+003
+7.46235147100e+006, +1.94519459224e+003, -5.52260574376e+001, -3.40774250894e-005, +1.10942240007e+003
+7.51709758900e+006, +1.88921230173e+003, -5.62512545017e+001, -3.32585601319e-005, +1.04955572499e+003
+7.57224534100e+006, +1.84093837221e+003, -5.73188406371e+001, -3.25676212634e-005, +9.94039667234e+002
+7.62779767400e+006, +1.79363681790e+003, -5.83261709450e+001, -3.18501207745e-005, +9.41808151022e+002
+7.68375755600e+006, +1.74743865469e+003, -5.92728369297e+001, -3.11135770511e-005, +8.92854660617e+002
+7.74012797800e+006, +1.70246162801e+003, -6.01712214830e+001, -3.03687332878e-005, +8.46821028850e+002
+7.79691195000e+006, +1.65904580888e+003, -6.10174502018e+001, -2.96243227503e-005, +8.03879399270e+002
+7.85411250700e+006, +1.61607831220e+003, -6.17955963807e+001, -2.88597781088e-005, +7.63788505196e+002
+7.91173270500e+006, +1.57447802363e+003, -6.25340884355e+001, -2.81027268322e-005, +7.26182013051e+002
+7.96977562200e+006, +1.53446131972e+003, -6.32346340354e+001, -2.73597720264e-005, +6.91026103547e+002
+8.02824436100e+006, +1.49600051989e+003, -6.39063065718e+001, -2.66344897444e-005, +6.58001348733e+002
+8.08714204400e+006, +1.45889799195e+003, -6.45425250060e+001, -2.59233924206e-005, +6.27094285930e+002
+8.14647181800e+006, +1.42279687084e+003, -6.51363290099e+001, -2.52202595233e-005, +5.98230036927e+002
+8.20623685400e+006, +1.38766343026e+003, -6.56903963891e+001, -2.45266332837e-005, +5.71255404181e+002
+8.26644034500e+006, +1.35409374764e+003, -6.62293722801e+001, -2.38588993892e-005, +5.45802956396e+002
+8.32708550800e+006, +1.32206822414e+003, -6.67485598466e+001, -2.32163058275e-005, +5.21908841146e+002
+8.38817558200e+006, +1.29129399575e+003, -6.72480435553e+001, -2.25942072103e-005, +4.99398205208e+002
+8.44971383200e+006, +1.26211344251e+003, -6.77397939613e+001, -2.20008923188e-005, +4.78105581437e+002
+8.51170354500e+006, +1.23436999413e+003, -6.82203636145e+001, -2.14331489692e-005, +4.57997947973e+002
+8.57414803400e+006, +1.20748887092e+003, -6.86793207374e+001, -2.08796469962e-005, +4.39027828387e+002
+8.63705063500e+006, +1.18170706799e+003, -6.91272381757e+001, -2.03462897963e-005, +4.21034951486e+002
+8.70041470900e+006, +1.15680465259e+003, -6.95614176250e+001, -1.98290360877e-005, +4.03959798627e+002
